As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
04-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,24000,20000
06-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,23000
07-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,24000,28000
08-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,18000
11-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,22000
12-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,20000
14-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,20000,16000
15-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,21000
16-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,28000
19-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,24000,23000
21-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,22000
22-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,24000,23000
23-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,20000,20000
26-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,18000
27-02-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,17000
03-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,23000
04-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,24000
07-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,16000
09-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,21000,17000
11-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,22000
12-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,24000,24000
13-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,25000
14-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,23000,27000
16-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,20000,20000
18-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,20000,15000
20-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,22000
21-03-2025,"Mcclure, Ward and Lee",486,7291,USD,ALL LOB LOANS,DEFERRED COSTS,22000,16000
24-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,36000
26-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
27-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,31000
28-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
29-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,27000
30-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
31-03-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
03-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
04-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
05-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,34000
07-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,41000
08-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,48000
09-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,46000
11-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,33000
12-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,33000,33000
13-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,26000
15-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,33000
16-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
17-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,46000
18-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,33000
19-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
20-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,42000
21-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,36000
26-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
28-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,34000
29-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
30-04-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,29000
01-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,29000
03-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
06-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,28000
08-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,31000
09-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
10-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
12-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,41000
13-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
14-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,38000
15-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,33000
17-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
18-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,47000
22-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
23-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,25000
24-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,44000
25-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,38000
27-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,26000
28-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,30000
29-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
30-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,33000,40000
31-05-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,42000
01-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,50000
05-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
08-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,44000
15-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
17-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,45000
20-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
24-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,45000
26-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
27-06-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,37000
01-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
02-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
03-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,29000
05-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,45000
06-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,43000
08-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,41000
10-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,43000
12-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,35000
14-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,51000
15-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
17-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,42000
18-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,36000
21-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
23-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,48000
24-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
26-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
28-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
30-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,44000
31-07-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,41000
01-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
04-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,42000
05-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
07-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,40000
09-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,51000
12-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,41000
16-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
20-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
21-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,28000
23-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,34000
24-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
27-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,36000
28-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,29000
29-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
31-08-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
01-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
02-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,24000
03-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
04-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,39000
06-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,31000
07-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,31000
10-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,42000
12-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
13-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,27000
15-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,26000
18-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
24-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
25-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,44000
26-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,29000
27-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
28-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
29-09-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,30000
02-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
05-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,46000
07-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
08-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
09-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
12-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
13-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,43000
14-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
16-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
19-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,40000
20-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,29000
21-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,43000
27-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
29-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,42000
30-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
31-10-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
01-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,50000
02-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,34000
05-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
06-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,40000
07-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,26000
09-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,40000
12-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
14-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,45000
15-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,43000
16-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,43000
17-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,27000
20-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,33000,33000
21-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
23-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,36000
24-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,41000
26-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,31000
27-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,37000
28-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
29-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,42000
30-11-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,31000
04-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
05-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,24000
06-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,48000
08-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,44000
09-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,36000
10-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,37000
14-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,36000
16-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
17-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
18-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,41000
20-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,28000
22-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,33000
23-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,46000
24-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
25-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,42000
30-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
31-12-2024,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,34000
01-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
02-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,31000
03-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
11-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
14-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
15-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
18-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
21-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
26-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,36000
27-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,32000
28-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,40000
29-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,29000
30-01-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
01-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,45000
02-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,25000
04-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
06-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,28000
07-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,39000
08-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,26000
09-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,33000
11-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
12-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,38000
13-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,38000
15-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,34000,34000
19-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
21-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,40000
22-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,35000
23-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,44000
24-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,35000
25-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,27000
26-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,36000,46000
27-02-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,46000
01-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,40000,35000
02-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,38000,43000
08-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,39000,33000
11-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,37000,37000
15-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,49000
18-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,35000,31000
19-03-2025,Williams and Sons,118,1076,USD,COMMERCIAL LOANS,PRINCIPAL,41000,50000
26-03-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,76000,90000
28-03-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,77000,68000
29-03-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,77000,77000
30-03-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,70000
02-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,69000,72000
04-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,64000,63000
05-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,67000,67000
07-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,67000,67000
09-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,77000,77000
10-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,67000,67000
11-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,73000,73000
12-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,72000,72000
13-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,68000,64000
16-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,70000
17-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,76000,61000
18-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,67000
19-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,74000,74000
20-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,86000
22-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,75000,60000
23-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,64000,65000
27-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,69000,54000
29-04-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,73000,64000
01-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,68000,68000
02-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,68000,68000
04-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,65000,65000
10-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,64000,64000
13-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,77000,77000
15-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,72000,72000
16-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,70000
18-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,73000,73000
19-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,74000,88000
21-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,71000,50000
24-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,72000,72000
26-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,70000,56000
28-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,74000,86000
29-05-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,67000,49000
02-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,71000,71000
04-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,76000,71000
05-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,74000,74000
10-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,64000,64000
11-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,76000,76000
13-06-2024,Galloway-Wyatt,493,9115,USD,ALL LOB LOANS,PRINCIPAL,69000,85000
